serial_number_tim,serial_number_forn,createdBy,createdAt,updatedBy,updatedAt,num_consegna,workrequestid,externalrefid,associated_at,associated_by,causale,anomalia,status,wr_prodotti,cod_terr_sap,cod_nmu,codice_impresa_name,impianto,impianto_regman,status_regman,sent_to_sap,cod_proj,mac_address,serial_number_cpe,cod_terr_sap_mos,check_NMU,desc_nmu,tipo_task,flag_olo,check_u0009t,importo_u0009t,NMU WR,tipo_inserimento,client_type,data_completamento_wr,area,codice_riscontro,codice_impresa_utilizzo,descr_impresa_utilizzo,tipo_famiglia,cod_gruppo_tec,File Allegato,contatore,causale_addebito,note_addebito,post_delivery,wr_collaudo_one,impianto_collaudo_one,data_collaudo_one,status_collaudo_one,equivalenza_prod_applicabile,validated_at,validated_by,reverse,note,one_step,approved_at,approved_by
%3S55771302N0419300HMS,CP1912SA7Y3,SAP File,2020-08-05T05:00:18.560Z,X1013719,2023-01-31T17:57:18.194Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294144,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HMR,CP1912SA7VW,SAP File,2020-08-05T05:00:18.497Z,X1013719,2023-01-31T17:57:18.086Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B0012940A8,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HMQ,CP1912SA7Y9,SAP File,2020-08-05T05:00:18.450Z,X1013719,2023-01-31T17:57:17.979Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B00129415C,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HMP,CP1912SA7Y4,SAP File,2020-08-05T05:00:18.404Z,X1013719,2023-01-31T17:57:17.863Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294146,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HMN,CP1912SA7Y6,SAP File,2020-08-05T05:00:18.279Z,RegmanTool,2025-01-28T06:07:44.459Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000090639509,DISCOVERATO SU REGMAN,,,20B001294150,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HMK,CP1912SA7WM,SAP File,2020-08-05T05:00:18.169Z,X1013719,2023-01-31T17:57:17.651Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294106,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HMI,CP1912SA7WR,SAP File,2020-08-05T05:00:18.044Z,X1013719,2023-01-31T17:57:17.545Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294118,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HMF,CP1912SA7WQ,SAP File,2020-08-05T05:00:17.888Z,X1013719,2023-01-31T17:57:17.439Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294116,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HMC,CP1912SA7WH,SAP File,2020-08-05T05:00:17.778Z,X1013719,2023-01-31T17:57:17.332Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B0012940F4,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HLX,CP1912SA7U3,SAP File,2020-08-05T05:00:17.388Z,X1013719,2023-01-31T17:57:17.224Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293FC2,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HLV,CP1912SA7W6,SAP File,2020-08-05T05:00:17.341Z,X1013719,2023-01-31T17:57:17.117Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B0012940C8,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HLT,CP1912SA7W0,SAP File,2020-08-05T05:00:17.232Z,X1013719,2023-01-31T17:57:17.011Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B0012940B4,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HLS,CP1912SA7VY,SAP File,2020-08-05T05:00:17.169Z,X1013719,2023-01-31T17:57:16.903Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B0012940AC,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HLP,CP1912SA7V0,SAP File,2020-08-05T05:00:17.075Z,X1013719,2023-01-31T17:57:16.790Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B00129404E,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HLM,CP1912SA7VU,SAP File,2020-08-05T05:00:16.966Z,X1013719,2023-01-31T17:57:16.681Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B00129409E,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HLF,CP1912SA7V4,SAP File,2020-08-05T05:00:16.716Z,X1013719,2023-01-31T17:57:16.574Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B00129405C,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HLE,CP1912SA7VV,SAP File,2020-08-05T05:00:16.669Z,X1013719,2023-01-31T17:57:16.460Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B0012940A2,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HLD,CP1912SA7VT,SAP File,2020-08-05T05:00:16.607Z,X1013719,2023-01-31T17:57:16.346Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B00129409A,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HLC,CP1912SA7VL,SAP File,2020-08-05T05:00:16.560Z,X1013719,2023-01-31T17:57:16.237Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294086,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HL6,CP1912SA7VE,SAP File,2020-08-05T05:00:16.247Z,X1013719,2023-01-31T17:57:16.131Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294078,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HL3,CP1912SA7V6,SAP File,2020-08-05T05:00:16.185Z,X1013719,2023-01-31T17:57:16.023Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294062,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HL1,CP1912SA7V3,SAP File,2020-08-05T05:00:16.138Z,X1013719,2023-01-31T17:57:15.914Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294058,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HL0,CP1912SA7V7,SAP File,2020-08-05T05:00:16.091Z,X1013719,2023-01-31T17:57:15.808Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000941302914,DISCOVERATO SU REGMAN,,,20B001294068,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKU,CP1912SA7TQ,SAP File,2020-08-05T05:00:15.825Z,X1013719,2023-01-31T17:57:15.702Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293F98,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKT,CP1912SA7TZ,SAP File,2020-08-05T05:00:15.778Z,X1013719,2023-01-31T17:57:15.595Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293FB8,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKR,CP1912SA7TT,SAP File,2020-08-05T05:00:15.669Z,X1013719,2023-01-31T17:57:15.488Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000958037982,DISCOVERATO SU REGMAN,,,20B001293FA4,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKQ,CP1912SA7UT,SAP File,2020-08-05T05:00:15.622Z,X1013719,2023-01-31T17:57:15.381Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294030,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKP,CP1912SA7UQ,SAP File,2020-08-05T05:00:15.560Z,X1013719,2023-01-31T17:57:15.275Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294022,,,,,,,,,,Digitato,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKM,CP1912SA7UR,SAP File,2020-08-05T05:00:15.513Z,X1013719,2023-01-31T17:57:15.169Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294028,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKK,CP1912SA7UV,SAP File,2020-08-05T05:00:15.466Z,X1013719,2023-01-31T17:57:15.063Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294036,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKJ,CP1912SA7UU,SAP File,2020-08-05T05:00:15.419Z,X1013719,2023-01-31T17:57:14.957Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294034,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKH,CP1912SA7UH,SAP File,2020-08-05T05:00:15.310Z,X1013719,2023-01-31T17:57:14.849Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000957168056,DISCOVERATO SU REGMAN,,,20B001293FFE,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKG,CP1912SA7UJ,SAP File,2020-08-05T05:00:15.263Z,X1013719,2023-01-31T17:57:14.744Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294004,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKF,CP1912SA7UM,SAP File,2020-08-05T05:00:15.216Z,X1013719,2023-01-31T17:57:14.636Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001294018,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HKC,CP1912SA7U7,SAP File,2020-08-05T05:00:15.029Z,X1013719,2023-01-31T17:57:14.530Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293FD2,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HK9,CP1912SA7UG,SAP File,2020-08-05T05:00:14.841Z,X1013719,2023-01-31T17:57:14.424Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293FFA,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HK7,CP1912SA7UA,SAP File,2020-08-05T05:00:14.747Z,X1013719,2023-01-31T17:57:14.316Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293FDE,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HK6,CP1912SA7T0,SAP File,2020-08-05T05:00:14.700Z,X1013719,2023-01-31T17:57:14.204Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293F2C,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HK1,CP1912SA7U6,SAP File,2020-08-05T05:00:14.497Z,X1013719,2023-01-31T17:57:14.097Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293FCE,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HJT,CP1912SA7TN,SAP File,2020-08-05T05:00:14.325Z,X1013719,2023-01-31T17:57:13.989Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000095432004,DISCOVERATO SU REGMAN,,,20B001293F90,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HJS,CP1912SA7U5,SAP File,2020-08-05T05:00:14.278Z,X1013719,2023-01-31T17:57:13.881Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293FCC,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HJO,CP1912SA7TS,SAP File,2020-08-05T05:00:14.122Z,RegmanTool,2023-05-31T04:59:12.511Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000957722121,DISCOVERATO SU REGMAN,,,20B001293F9E,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HJM,CP1912SA7TH,SAP File,2020-08-05T05:00:14.060Z,RegmanTool,2024-05-11T04:52:56.761Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000952500135,DISCOVERATO SU REGMAN,,,20B001293F78,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HJG,CP1912SA7T8,SAP File,2020-08-05T05:00:14.013Z,X1013719,2023-01-31T17:57:13.558Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293F54,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HJF,CP1912SA7TJ,SAP File,2020-08-05T05:00:13.966Z,X1013719,2023-01-31T17:57:13.450Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293F7E,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HIL,CP1912SA7SF,SAP File,2020-08-05T05:00:13.810Z,X1013719,2023-01-31T17:57:13.342Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293EDC,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HIC,CP1912SA7MN,SAP File,2020-08-05T05:00:13.747Z,X1013719,2023-01-31T17:57:13.235Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293C5E,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HI9,CP1912SA7S7,SAP File,2020-08-05T05:00:13.622Z,X1013719,2023-01-31T17:57:13.126Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293DBE,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HHV,CP1912SA7QP,SAP File,2020-08-05T05:00:13.482Z,X1013719,2023-01-31T17:57:13.019Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000957790258,DISCOVERATO SU REGMAN,,,20B001293D5A,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HHR,CP1912SA7S2,SAP File,2020-08-05T05:00:13.372Z,X1013719,2023-01-31T17:57:12.912Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293DB4,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HHJ,CP1912SA7QK,SAP File,2020-08-05T05:00:13.279Z,X1013719,2023-01-31T17:57:12.807Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293D52,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HGD,CP1912SA7Q6,SAP File,2020-08-05T05:00:13.122Z,X1013719,2023-01-31T17:57:12.699Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293D38,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HFT,CP1912SA7PS,SAP File,2020-08-05T05:00:12.872Z,X1013719,2023-01-31T17:57:12.592Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293D1E,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HFH,CP1912SA7NT,SAP File,2020-08-05T05:00:12.716Z,X1015748,2025-02-13T10:37:23.013Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293CDE,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HFE,CP1912SA7PG,SAP File,2020-08-05T05:00:12.653Z,X1013719,2023-01-31T17:57:12.376Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293D0A,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HF9,CP1912SA7NL,SAP File,2020-08-05T05:00:12.560Z,X1013719,2023-01-31T17:57:12.269Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293CD0,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HF5,CP1912SA7P4,SAP File,2020-08-05T05:00:12.466Z,X1013719,2023-01-31T17:57:12.161Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293CF2,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HEX,CP1912SA7NP,SAP File,2020-08-05T05:00:12.263Z,X1013719,2023-01-31T17:57:12.052Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293CD6,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HET,CP1912SA7LU,SAP File,2020-08-05T05:00:12.060Z,X1013719,2023-01-31T17:57:11.942Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000095919164,DISCOVERATO SU REGMAN,,,20B001293BE4,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HEH,CP1912SA7NB,SAP File,2020-08-05T05:00:11.919Z,X1013719,2023-01-31T17:57:11.833Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293CB6,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HE4,CP1912SA7LZ,SAP File,2020-08-05T05:00:11.810Z,RegmanTool,2023-06-10T05:00:39.997Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000941919496,DISCOVERATO SU REGMAN,,,20B001293BF4,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HD2,CP1912SA7LM,SAP File,2020-08-05T05:00:11.544Z,X1015748,2025-02-13T10:35:31.786Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000941954854,NO DISCOVERATO SU REGMAN,,,20B001293BC6,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HCX,CP1912SA7KY,SAP File,2020-08-05T05:00:11.497Z,X1013719,2023-01-31T17:57:11.509Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293B6A,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HCQ,CP1912SA7LS,SAP File,2020-08-05T05:00:11.435Z,X1013719,2023-01-31T17:57:11.401Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293BD8,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HBS,CP1912SA7KN,SAP File,2020-08-05T05:00:11.216Z,X1013719,2023-01-31T17:57:11.294Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000956680196,DISCOVERATO SU REGMAN,,,20B001293B48,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HBP,CP1912SA7K6,SAP File,2020-08-05T05:00:11.169Z,RegmanTool,2025-03-08T06:03:29.709Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000957357538,DISCOVERATO SU REGMAN,,,20B001293B02,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HBO,CP1912SA7BA,SAP File,2020-08-05T05:00:11.122Z,X1013719,2023-01-31T17:57:11.078Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B0012936BE,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HBK,CP1912SA7KE,SAP File,2020-08-05T05:00:11.075Z,X1013719,2023-01-31T17:57:10.967Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293B24,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HBJ,CP1912SA7K8,SAP File,2020-08-05T05:00:11.013Z,X1013719,2023-01-31T17:57:10.860Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,000095325617,DISCOVERATO SU REGMAN,,,20B001293B0A,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HB7,CP1912SA7J7,SAP File,2020-08-05T05:00:10.950Z,X1013719,2023-01-31T17:57:10.751Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293A80,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HAV,CP1912SA7HS,SAP File,2020-08-05T05:00:10.825Z,X1013719,2023-01-31T17:57:10.643Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293A4A,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55771302N0419300HA0,CP1912SA7FQ,SAP File,2020-08-05T05:00:10.716Z,X1013719,2023-01-31T17:57:10.536Z,8401751278,,,,,,,Attribuito,false,IMSUS014,771302,,,,NO DISCOVERATO SU REGMAN,,,20B001293956,,,,,,,,,,,,,,,,,,,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
